1, 12359000
2, 12587500
3, 12342000
4, 79762
5, 12610229
6, 3028576
7, 12629000
8, 12487500
9, 6134500
10, 31875
11, 6155250
12, 12616500
13, 160
14, 1216
15, 240
16, 1363060
17, 2461536
18, 12002946
19, 656
20, 1856600
21, 12677500
22, 12300
23, 2070
24, 322
25, 283
26, 115
27, 81
28, 12222000
29, 12115000
30, 12015000
31, 11999500
32, 12048000
33, 50687
34, 512300
35, 3250250
36, 12668000
37, 9370802
38, 5267730
39, 156682
40, 205
41, 336
42, 483
43, 9941120
44, 9133948
45, 13648
46, 12293500
47, 12394500
48, 12423500
49, 192
50, 1006
51, 4277100
52, 444
53, 37225
54, 1536
55, 768
56, 1200
57, 1818
58, 74100
59, 265674
60, 6181000
61, 792
62, 1937
63, 1048
64, 12319500
65, 24508
66, 12501500
67, 12970000
68, 11797500
69, 12766500
70, 127500
71, 250000
72, 6751
73, 4660
74, 1905
75, 290
76, 12231000
77, 12609500
78, 12337000
79, 3460
80, 11909000
81, 3073750
82, 11388982
83, 4142996
84, 3323233
85, 12001500
86, 4947759
87, 87
88, 7244809
89, 2249856
90, 9390345
91, 12130500
92, 12173500
93, 12034500
94, 12744500
95, 12563500
96, 12478500
97, 12131500
98, 12493000
99, 12094000
100, 38
101, 95
102, 51
103, 11803000
104, 84945
105, 1325
106, 12500000
107, 12480500
108, 166
109, 3101750
110, 11406530
111, 731481
112, 94
113, 576
114, 10920
115, 467700
116, 475400
117, 456100
118, 194
119, 488
120, 1625
121, 12564000
122, 12569500
123, 12147500
124, 58975
125, 1076100
126, 10277100
127, 13093500
128, 12351000
129, 171573
130, 11796069
131, 105453
132, 177650
133, 12610000
134, 12341000
135, 12510000
136, 314
137, 40
138, 274
139, 12125500
140, 1963200
141, 4331700
142, 4928
143, 11883000
144, 12266500
145, 2322
146, 5710128
147, 422100
148, 1653
149, 21128
150, 11773500
151, 12702000
152, 12562500
153, 12843000
154, 282880
155, 5394
156, 3908
157, 11818500
158, 12446500
159, 12525000
160, 2101050
161, 10149660
162, 141064
163, 4200
164, 6076
165, 980
166, 11072725
167, 12101000
168, 12847000
169, 5659640
170, 11957456
171, 5884720
172, 166860
173, 380864
174, 1329886
175, 12461000
176, 12456500
177, 11906500
178, 12060202
179, 9535575
180, 3002534
181, 12452000
182, 12478500
183, 12111000
184, 51801
185, 5741240
186, 8861156
187, 322
188, 1301
189, 11226922
190, 9948670
191, 1199980
192, 6726553
193, 113
194, 294
195, 768
196, 9502381
197, 9053728
198, 8757962
199, 12781000
200, 12634500
201, 12052500
202, 11970000
203, 12619000
204, 12157000
205, 12373000
206, 12695000
207, 12660500
208, 363
209, 775
210, 686
211, 997
212, 153
213, 2
214, 63
215, 1375
216, 6875
217, 11994000
218, 12370000
219, 12322500
220, 12633000
221, 12402500
222, 12718500
223, 12461228
224, 12371500
225, 10731681
226, 642
227, 419
228, 8095
229, 72269
230, 70584
231, 74284
232, 704
233, 491400
234, 12424500
235, 503300
236, 1145250
237, 1913400
238, 371
239, 392
240, 11945500
241, 1938000
242, 1922000
243, 2009600
244, 12377500
245, 504400
246, 4648500
247, 12225206
248, 10325826
249, 5579280
250, 515605
251, 12348000
252, 965536
253, 232832
254, 19475
255, 8040
256, 1130
257, 467
258, 2838
259, 229
260, 506900
261, 12213000
262, 494
263, 11939000
264, 11731500
265, 12680000
266, 12794000
267, 12085500
268, 7329780
269, 9498721
270, 10048952
271, 7280611
272, 7315026
273, 7113037
274, 1045
275, 204
276, 187
277, 90000
278, 106506
279, 12368500
280, 612
281, 425900
282, 12189000
283, 392
284, 121
285, 123900
286, 12308500
287, 242500
288, 12554000
289, 0
290, 1512
291, 27
292, 531500
293, 3154750
294, 11615500
295, 384575
296, 481900
297, 12470000
298, 12723000
299, 12194500
300, 12567500
301, 5270
302, 1087800
303, 12517914
304, 191
305, 130
306, 128
307, 13187589
308, 12528500
309, 767012
310, 164
311, 12723000
312, 12205500
313, 3294720
314, 3294464
315, 3348224
316, 277429
317, 146402
318, 459787
319, 1024
320, 484400
321, 6634000
322, 12199000
323, 12697000
324, 12438000
325, 14660
326, 7042875
327, 12171000
328, 2542
329, 824
330, 1460
331, 1740567
332, 504626
333, 12293833
334, 304812
335, 7550000
336, 162502
337, 12510500
338, 12715000
339, 250000
340, 36462
341, 49586
342, 93066
343, 7418218
344, 6813839
345, 7978065
346, 5340
347, 12361000
348, 12106000
349, 170744
350, 7319592
351, 9367456
352, 12375000
353, 12375000
354, 12375000
355, 12706000
356, 8834863
357, 12362500
358, 233772
359, 1226148
360, 516879
361, 45120
362, 12464500
363, 47561
364, 3073
365, 470600
366, 227891
367, 12378500
368, 499000
369, 9547
370, 2135
371, 345
372, 24477
373, 463200
374, 3137750
375, 11695000
376, 471500
377, 3205500
378, 12252000
379, 6283500
380, 6346000
381, 6420500
382, 569100
383, 107600
384, 292275
385, 265
386, 633
387, 1984
388, 2459
389, 425
390, 650
391, 1060752
392, 12806336
393, 70200
394, 49500
395, 495000
396, 24750000
397, 624875
398, 4821704
399, 12634500
400, 507000
401, 509400
402, 12187000
403, 392
404, 5687
405, 1305
406, 10150500
407, 10150500
408, 10150500
409, 11495955
410, 1993888
411, 4037320
412, 462
413, 855
414, 120
415, 73897
416, 11751500
417, 2914604
418, 12321000
419, 11753500
420, 12472000
421, 687
422, 2088
423, 204
424, 3218680
425, 222222
426, 4262375
427, 12189000
428, 11822000
429, 12500000
430, 12658500
431, 12442500
432, 12695500
433, 12058000
434, 11729500
435, 12327500
436, 20048
437, 9381183
438, 7369831
439, 1590
440, 17453
441, 19920
442, 12279000
443, 12336500
444, 12191500
445, 9330
446, 933660
447, 1973000
448, 12314857
449, 12324817
450, 12357500
451, 6112
452, 1040
453, 13370390
454, 14260
455, 469300
456, 12394500
457, 2259198
458, 6062335
459, 1095200
460, 315
461, 131237
462, 263971
463, 12344500
464, 12139500
465, 12659000
466, 4502700
467, 7541600
468, 12678000
469, 915
470, 503100
471, 12485500
472, 12375000
473, 11375000
474, 12424500
475, 186
476, 522000
477, 12187000
478, 157335
479, 123971
480, 12799000
481, 498700
482, 4273800
483, 10176
484, 8955660
485, 8711640
486, 8612520
487, 12387727
488, 12229000
489, 925700
490, 3110250
491, 530300
492, 10131750
493, 5900
494, 118350
495, 2112400
496, 11645500
497, 12355500
498, 12281000
499, 4692
500, 2576
501, 11529500
502, 2040
503, 416431
504, 14565
505, 497
506, 391
507, 1719
508, 12065000
509, 13092263
510, 248004
511, 5960
512, 536500
513, 127050
514, 508200
515, 11956329
516, 11996586
517, 16519
518, 4090
519, 12570500
520, 12523000
521, 12465000
522, 12324000
523, 12844500
524, 12932000
525, 12358000
526, 12655500
527, 11775500
528, 12152000
529, 83192
530, 85660
531, 80649
532, 121814
533, 89936
534, 9251415
535, 12505000
536, 12230500
537, 12396500
538, 12201500
539, 11727000
540, 12525000
541, 12483000
542, 12383500
543, 12080500
544, 126
545, 995
546, 231
547, 57
548, 5050
549, 514200
550, 12135500
551, 366500
552, 12934000
553, 11908500
554, 12148000
555, 12730500
556, 12613000
557, 12155666
558, 12223500
559, 990000
560, 68700
561, 12278000
562, 5439
563, 7083
564, 9377
565, 5240
566, 26862
567, 527800
568, 12992000
569, 12972500
570, 12987500
571, 11935732
572, 1859844
573, 930
574, 12600000
575, 11970500
576, 12099500
577, 315878
578, 7566696
579, 230834
580, 12701000
581, 12304000
582, 6982105
583, 12558000
584, 12924000
585, 12264000
586, 2904000
587, 7037625
588, 12256500
589, 12147000
590, 316788
591, 12880000
592, 482200
593, 7767600
594, 26600
595, 12259000
596, 12131500
597, 12042500
598, 435
599, 180
600, 106
